arrivalDate	stateName	marketName	commodityName	modalPrice	arrivalQuantity
08-11-2023	Uttar Pradesh	Tundla	Onion	3700	2140
07-10-2024	Madhya Pradesh	Neemuch	Onion	3051	1576
12-11-2024	Tamilnadu	Sathur(Uzhavar Sandhai )	Potato	6000	1459
14-11-2024	Tamilnadu	Sathur(Uzhavar Sandhai )	Onion	7500	2830
14-07-2023	Uttar Pradesh	Baraut	Potato	1150	1782
28-07-2023	Maharashtra	Ulhasnagar	Wheat	3500	781
12-10-2023	Rajasthan	Goluwala	Tomato	1600	3815
06-12-2024	Uttar Pradesh	Ballia	Onion	3700	2421
08-06-2025	Tamilnadu	Kumbakonam (Uzhavar Sandhai )	Onion	3000	2900
23-04-2024	Punjab	Gurdaspur	Onion	2000	1806
25-08-2023	Uttar Pradesh	Safdarganj	Onion	2020	315
07-02-2025	Gujarat	Porbandar	Potato	1500	1934
22-01-2024	Haryana	Radaur	Onion	2200	2113
20-01-2024	Kerala	Kanjirappally	Potato	4300	3695
09-05-2024	Punjab	Sunam	Onion	1600	1355
27-07-2023	Haryana	Radaur	Tomato	5000	587
29-11-2024	Haryana	Pataudi	Potato	1100	3207
13-01-2024	West Bengal	Belacoba	Potato	1100	1242
23-08-2023	Haryana	Narwana	Potato	1000	3951
15-05-2025	Uttar Pradesh	Nautnava	Onion	1250	114
06-12-2024	Punjab	Dudhansadhan	Potato	2800	1493
01-05-2024	Karnataka	Ramanagara	Potato	3000	3260
09-01-2024	Uttar Pradesh	Auraiya	Onion	1850	3602
04-08-2024	Maharashtra	Mangal Wedha	Onion	2710	1340
31-05-2024	Madhya Pradesh	Narsinghgarh	Onion	1360	4621
01-03-2025	Rajasthan	Jodhpur (F&V)	Potato	700	1644
13-07-2024	Haryana	Indri	Onion	3200	347
21-07-2024	Haryana	New Grain Market , Panchkula	Potato	2500	2778
14-12-2023	Uttar Pradesh	Azamgarh	Wheat	2500	2216
10-06-2023	Madhya Pradesh	Dhamnod	Tomato	1200	725
29-07-2023	Haryana	Naraingarh	Onion	1500	3331
13-09-2024	Uttar Pradesh	Chirgaon	Potato	2250	1750
10-03-2024	Punjab	Dhariwal	Potato	700	3859
06-12-2024	Tamilnadu	Velayuthampalayam(Uzhavar Sandhai )	Onion	7500	2772
26-08-2023	Uttar Pradesh	Etah	Wheat	2200	685
18-04-2025	Uttar Pradesh	Ajuha	Onion	1400	609
02-10-2023	Orissa	Talcher	Potato	1800	1425
22-09-2023	Haryana	Tauru	Potato	1000	4441
19-12-2023	Bihar	Sheohar	Onion	4700	3888
30-11-2024	Kerala	Taliparamba	Onion	7000	4031
27-09-2024	Haryana	Madlauda	Onion	4600	224
28-11-2024	Uttar Pradesh	Amroha	Onion	3820	2291
02-10-2024	Tamilnadu	Sirkali(Uzhavar Sandhai )	Potato	5000	1353
04-09-2023	Madhya Pradesh	Bhopal(F&V)	Onion	1000	2691
06-06-2023	West Bengal	Jangipur	Potato	1370	216
26-10-2023	West Bengal	Karimpur	Potato	1580	415
20-07-2023	Punjab	Garh Shankar(Mahalpur)	Onion	1200	4300
05-04-2025	Tamilnadu	Gudalur(Uzhavar Sandhai )	Onion	3000	3686
16-03-2025	Uttar Pradesh	Sandila	Onion	2540	3842
11-03-2024	Uttar Pradesh	Sultanpur	Onion	1915	3553
20-11-2023	Uttar Pradesh	Robertsganj	Onion	3800	3507
11-06-2025	Uttar Pradesh	Chirgaon	Potato	1240	850
21-04-2024	Uttar Pradesh	Ghiraur	Potato	1570	3851
26-02-2024	West Bengal	Alipurduar	Onion	2400	2531
19-07-2023	Punjab	Jalandhar City(Jalandhar)	Tomato	2700	2863
27-05-2025	Tamilnadu	Mannargudi II(Uzhavar Sandhai )	Onion	3400	1004
09-11-2023	Uttar Pradesh	Awagarh	Potato	850	1121
03-06-2024	Punjab	Doraha	Potato	1800	4667
14-01-2024	Haryana	Tohana(New Veg Market)	Potato	600	1480
24-07-2024	Haryana	Indri	Onion	3200	4552
05-10-2023	Madhya Pradesh	Banda	Wheat	2325	2715
15-04-2025	Uttar Pradesh	Viswan	Potato	1225	2429
17-07-2023	Uttar Pradesh	Sultanpur	Tomato	7280	275
06-05-2025	Punjab	Dhuri	Potato	900	2263
17-04-2024	Uttar Pradesh	Charra	Onion	1630	1956
27-08-2024	Rajasthan	Baran	Potato	1400	1590
22-04-2024	Uttar Pradesh	Jahangirabad	Onion	1690	560
15-06-2023	Punjab	Phagwara	Onion	1234	3924
18-07-2023	Uttar Pradesh	Robertsganj	Wheat	2310	3842
18-03-2025	Maharashtra	Om Chaitanya Multistate Agro Purpose CoOp Society	Onion	1500	3327
04-09-2023	Bihar	Jahajharpur	Potato	1500	4372
13-09-2024	Madhya Pradesh	Badnagar	Onion	1010	3849
15-06-2023	Madhya Pradesh	Susner	Wheat	2050	3917
11-05-2025	Kerala	Kattappana	Onion	4500	504
10-07-2023	West Bengal	Bethuadahari	Potato	1650	2268
18-11-2023	Kerala	Ernakulam	Onion	5500	4246
10-10-2024	West Bengal	Sheoraphuly	Potato	2580	3165
10-10-2024	Orissa	Khariar Road	Onion	6000	3440
20-04-2024	Uttar Pradesh	Tamkuhi road	Onion	1680	2655
11-03-2024	Rajasthan	Rajsamand	Onion	1600	680
19-02-2025	West Bengal	Dhupguri	Potato	1250	2017
03-10-2024	Maharashtra	Kamthi	Potato	3500	2687
28-02-2025	Uttar Pradesh	Firozabad	Onion	2450	4873
06-01-2024	Uttar Pradesh	Mehmoodabad	Potato	700	4497
22-05-2025	Uttar Pradesh	Chaandpur	Potato	1100	845
19-08-2024	Uttar Pradesh	Bangarmau	Potato	2340	392
04-05-2024	Kerala	Aroor	Onion	4300	804
11-10-2023	Uttar Pradesh	Firozabad	Potato	900	4628
23-06-2023	Haryana	FerozpurZirkha(Nagina)	Tomato	2200	1732
10-07-2023	Uttar Pradesh	Chirgaon	Onion	1325	3654
29-04-2024	Uttar Pradesh	Chaandpur	Onion	1700	4394
14-12-2023	Maharashtra	Achalpur	Wheat	2575	3881
29-05-2024	Punjab	Sunam	Potato	1200	3458
07-07-2023	Madhya Pradesh	Kalapipal	Onion	775	632
29-05-2024	Rajasthan	Suratgarh	Potato	1350	3494
11-06-2023	Madhya Pradesh	Manawar	Onion	1047	3001
25-05-2024	West Bengal	Champadanga	Potato	2220	2083
09-11-2023	Uttar Pradesh	Badayoun	Wheat	2480	2368
22-10-2024	Manipur	Thoubal	Potato	4750	2527
17-06-2023	Karnataka	Chickkaballapura	Tomato	2000	2912
03-08-2023	Haryana	Dabwali	Potato	800	1660
13-03-2025	Kerala	Piravam	Potato	6000	4736
19-03-2024	West Bengal	Belacoba	Onion	2700	2663
18-06-2024	Rajasthan	Ajmer(F&V)	Potato	1600	4950
21-08-2024	Uttar Pradesh	Bindki	Onion	3170	1690
03-07-2023	Kerala	Perumbavoor	Potato	2500	1567
24-05-2025	West Bengal	Bolpur	Onion	1900	165
19-04-2024	Gujarat	Porbandar	Potato	2500	2955
10-04-2024	West Bengal	Karimpur	Onion	2525	2780
04-07-2023	Madhya Pradesh	Paatan	Wheat	2110	2383
29-04-2024	Uttar Pradesh	Kosikalan	Onion	1615	2459
26-08-2023	Madhya Pradesh	Loharda	Wheat	2530	3583
02-08-2023	 Punjab	Abohar	Potato	1150	3445
09-05-2025	Madhya Pradesh	Ratlam	Onion	600	4108
08-12-2023	Madhya Pradesh	Thandla	Onion	3300	531
09-04-2025	Andhra Pradesh	Kalwakurthy	Potato	2200	2650
25-10-2023	Kerala	Aroor	Onion	5100	3056
03-08-2023	West Bengal	Khatra	Potato	1380	3488
09-05-2025	Uttar Pradesh	Gangoh	Onion	1100	4880
02-02-2024	Gujarat	Mahuva(Station Road)	Wheat	2705	2297
05-06-2025	West Bengal	Balarampur	Rice	4300	1560
01-02-2024	Haryana	Ganaur	Potato	1000	985
02-12-2023	Jammu & Kashmir	Rajouri (F&V)	Potato	1500	743
23-01-2024	Uttar Pradesh	Nautnava	Wheat	2600	1676
26-01-2024	Orissa	Bargarh	Potato	1700	3530
10-07-2023	Maharashtra	Vashi New Mumbai	Onion	1350	2951
26-06-2024	Haryana	Kosli	Potato	2200	2390
02-04-2025	Madhya Pradesh	Porsa	Potato	800	165
07-01-2024	Haryana	Rewari	Onion	1800	1298
09-06-2023	Madhya Pradesh	Sironj	Wheat	2635	2983
19-04-2025	Tamilnadu	Attayampatti(Uzhavar Sandhai )	Potato	3400	937
04-08-2024	Uttar Pradesh	Bharwari	Potato	2280	4782
17-10-2023	Punjab	Jagraon	Potato	950	3938
02-02-2024	Gujarat	Kapadvanj	Wheat	2450	4532
30-07-2023	Kerala	Ernakulam	Tomato	1350	927
03-02-2024	Haryana	Sonepat	Potato	600	3746
04-12-2023	Haryana	Gohana	Potato	800	313
30-12-2024	West Bengal	Asansol	Potato	2360	340
13-02-2024	Delhi	Shahdara	Onion	1400	1739
23-11-2024	Tamilnadu	Palacode(Uzhavar Sandhai )	Onion	6000	3343
10-08-2024	Tamilnadu	Udumalpet	Potato	7000	4920
06-12-2023	Uttar Pradesh	Chaandpur	Potato	1100	956
27-02-2025	Maharashtra	Junnar(Otur)	Potato	1800	1989
29-03-2024	Uttar Pradesh	Basti	Potato	1450	3530
12-06-2023	Kerala	Vandiperiyar	Potato	2100	693
12-08-2024	Himachal Pradesh	Mandi(Mandi)	Potato	2800	159
21-02-2025	Punjab	Jalandhar City(Jalandhar)	Onion	1200	2099
06-03-2024	Uttar Pradesh	Badayoun	Onion	1670	1714
10-05-2024	Kerala	Kanjirappally	Onion	6800	468
24-07-2024	Maharashtra	Satara	Onion	2600	4054
21-08-2023	West Bengal	Dhupguri	Tomato	6300	4054
21-04-2025	Manipur	Thoubal	Potato	1750	744
26-01-2025	Tamilnadu	Mohanur(Uzhavar Sandhai )	Potato	4500	1546
24-10-2024	Haryana	Sampla	Potato	2500	2699
11-08-2023	Madhya Pradesh	Pawai	Wheat	2200	1271
21-08-2023	Haryana	Sonepat(Kharkhoda)	Potato	1000	2584
06-12-2024	Madhya Pradesh	Neemuch	Onion	2900	2034
02-04-2024	Uttar Pradesh	Khurja	Onion	1710	3553
09-03-2024	Madhya Pradesh	Garhakota	Onion	800	1545
11-02-2025	Madhya Pradesh	Sanawad(F&V)	Onion	2000	500
27-02-2025	Kerala	Piravam	Potato	5000	1756
12-08-2023	Karnataka	Bagepalli	Potato	1800	3532
06-05-2025	Himachal Pradesh	Mandi(Takoli)	Onion	1300	3164
18-10-2023	Madhya Pradesh	Binaganj	Wheat	2420	2630
26-10-2023	Madhya Pradesh	Dhamnod	Potato	1000	1772
03-08-2023	Maharashtra	Loha	Wheat	2691	1541
12-09-2023	Madhya Pradesh	Indore(F&V)	Potato	700	1872
01-07-2023	Kerala	Kondotty	Onion	1900	4314
17-08-2024	Uttar Pradesh	Sandi	Potato	2355	4926
01-03-2025	Haryana	Chhachrauli	Onion	2600	3000
25-12-2023	Madhya Pradesh	Indore	Onion	1430	719
16-09-2023	West Bengal	Uluberia	Onion	2600	2521
16-01-2024	Bihar	Jamui	Onion	2400	4004
03-09-2024	Tamilnadu	Paramathivelur(Uzhavar Sandhai )	Onion	5500	586
06-02-2024	Himachal Pradesh	Kangra(Baijnath)	Potato	900	1374
27-11-2023	Uttar Pradesh	Khaga	Onion	3590	1640
14-06-2023	Punjab	Machhiwara	Potato	1100	2125
29-06-2023	 Punjab	Abohar	Potato	950	3176
08-08-2023	Uttar Pradesh	Lalitpur	Onion	1250	1068
02-10-2023	Rajasthan	Anta	Wheat	2288	4013
09-02-2025	Tamilnadu	Gobichettipalayam(Uzhavar Sandhai )	Potato	4800	1389
12-11-2024	Uttar Pradesh	Mehmoodabad	Onion	4310	1680
31-08-2024	Kerala	Pala	Potato	4500	524
19-05-2025	Gujarat	Kapadvanj	Potato	1175	3605
06-12-2024	Punjab	Nabha	Potato	2300	2150
23-11-2023	Himachal Pradesh	Palampur	Potato	1850	2271
26-09-2023	Kerala	Chengannur	Onion	7000	2437
02-04-2024	Maharashtra	Pune(Moshi)	Onion	900	4216
09-06-2023	Himachal Pradesh	Kangra(Nagrota Bagwan)	Potato	1250	4667
07-08-2024	Himachal Pradesh	Kangra(Jaisinghpur)	Potato	3050	2297
15-06-2023	Uttar Pradesh	Baberu	Wheat	2220	3060
18-11-2023	West Bengal	Pandua	Potato	1460	3028
29-11-2023	Rajasthan	Sriganganagar (Grain)	Wheat	2475	1989
17-06-2023	Haryana	Palwal	Potato	950	4344
08-05-2025	Tamilnadu	Mettupalayam(Uzhavar Sandhai )	Onion	2500	128
06-01-2024	Uttar Pradesh	Chirgaon	Onion	1780	2696
05-03-2025	Maharashtra	Lasalgaon	Onion	2351	1585
25-11-2024	Tamilnadu	Vellore	Potato	4500	3330
27-03-2024	Uttar Pradesh	Mehmoodabad	Potato	1280	274
27-09-2023	Maharashtra	Wardha	Wheat	2600	3604
19-09-2023	Haryana	Gohana	Onion	1500	2775
10-03-2024	Haryana	Jakhal	Onion	2100	2275
14-01-2024	Uttar Pradesh	Nawabganj	Potato	800	3007
01-12-2023	Chattisgarh	Rajnandgaon	Onion	4000	4371
13-10-2023	Karnataka	Hubli (Amaragol)	Onion	1300	1202
26-10-2023	Rajasthan	Kesarisinghpur	Wheat	2531	176
22-07-2024	Haryana	Radaur	Onion	3000	4940
07-09-2024	Uttar Pradesh	Amroha	Onion	3650	2978
17-10-2024	Madhya Pradesh	Indore	Potato	2100	2722
23-09-2024	Tamilnadu	Singampunari(Uzhavar Sandhai )	Potato	4500	915
01-04-2025	Bihar	Tajpur	Onion	2600	2791
10-10-2023	Rajasthan	Deoli	Wheat	2305	4884
13-05-2025	Uttar Pradesh	Partaval	Rice	3225	2575
27-08-2023	Haryana	Barwala	Potato	1000	1000
01-06-2025	Rajasthan	Bhilwara	Potato	1350	4870
29-10-2024	Tamilnadu	Thammampatti (Uzhavar Sandhai )	Onion	7400	4780
08-04-2024	Kerala	Thodupuzha	Potato	3200	1477
18-09-2024	Haryana	kalanwali	Onion	4000	1405
28-11-2023	Maharashtra	Sakri	Onion	4200	2837
24-07-2024	Maharashtra	Pune(Pimpri)	Onion	2700	1701
20-11-2024	West Bengal	Balarampur	Potato	2600	400
19-04-2025	Uttar Pradesh	Chitwadagaon	Onion	1550	446
08-02-2025	Orissa	Bargarh	Potato	2400	1990
31-10-2023	Madhya Pradesh	Khategaon	Wheat	2575	801
21-04-2024	Uttar Pradesh	Bewar	Potato	1120	4853
05-05-2025	Uttar Pradesh	Pratapgarh	Rice	3125	844
03-05-2024	Uttar Pradesh	Sandi	Onion	1650	792
22-10-2024	West Bengal	Moynaguri	Potato	2350	2975
07-04-2025	Punjab	Dhuri	Onion	1600	3091
16-12-2023	Uttar Pradesh	Rasda	Onion	3000	2813
01-04-2025	Gujarat	Anand(Veg,Yard,Anand)	Potato	1000	3309
03-10-2024	Tamilnadu	Namakkal(Uzhavar Sandhai )	Potato	4800	3096
09-08-2023	Uttar Pradesh	Mugrabaadshahpur	Onion	1555	2334
26-01-2024	West Bengal	Ranaghat	Onion	2500	4502
25-08-2023	Maharashtra	Rahuri	Onion	1350	3584
08-06-2023	Karnataka	Mysore (Bandipalya)	Onion	1200	3473
05-07-2023	Karnataka	Belgaum	Potato	2000	2180
24-11-2023	Haryana	Barwala	Potato	1000	4987
08-06-2023	Maharashtra	Ghoti	Tomato	950	4341
08-02-2024	Uttar Pradesh	Bindki	Onion	1540	1067
17-01-2024	Maharashtra	Satana	Onion	1560	3057
21-01-2025	Gujarat	Surat	Potato	1650	1696
11-04-2025	Assam	Golagokarnath	Onion	1740	3559
24-11-2023	Rajasthan	Madanganj Kishangarh	Wheat	2250	2239
02-01-2025	Uttar Pradesh	Jhansi	Potato	1350	2487
14-10-2024	Kerala	Thodupuzha	Onion	5000	317
13-07-2024	Maharashtra	Amrawati(Frui & Veg. Market)	Onion	3200	495
07-09-2024	West Bengal	Ranaghat	Onion	4100	974
07-08-2024	Tamilnadu	Tirupatthur(Uzhavar Sandhai )	Potato	6500	1570
20-07-2024	Gujarat	Ahmedabad(Chimanbhai Patal Market Vasana)	Onion	2750	255
21-02-2024	Uttar Pradesh	Gurusarai	Onion	1310	2988
28-04-2025	West Bengal	Kalyani	Potato	1610	737
23-08-2023	Rajasthan	Udaipur (F&V)	Onion	1600	2758
06-01-2024	Maharashtra	Sangli	Wheat	3500	1448
19-05-2024	Uttar Pradesh	Agra	Onion	1550	2911
28-03-2024	 Punjab	Jalalabad	Potato	600	4993
18-09-2024	Uttar Pradesh	Tulsipur	Potato	2250	2979
26-10-2024	Haryana	Sonepat(Kharkhoda)	Onion	4000	2833
21-04-2025	West Bengal	Indus(Bankura Sadar)	Potato	1060	4121
06-03-2025	Tamilnadu	Jalagandapuram(Uzhavar Sandhai )	Onion	4800	4285
07-06-2024	Rajasthan	Baran	Potato	1000	1741
05-03-2025	Jammu & Kashmir	Kathua	Onion	2650	2331
01-08-2024	Tamilnadu	Chidambaram(Uzhavar Sandhai )	Onion	4500	403
05-11-2024	Uttar Pradesh	Bhehjoi	Potato	2005	1101
13-06-2023	Chattisgarh	Rajnandgaon	Tomato	3000	2209
07-01-2025	West Bengal	Indus(Bankura Sadar)	Potato	1700	3567
03-08-2024	Uttar Pradesh	Jhansi	Onion	2670	4594
29-04-2025	Orissa	Jharsuguda	Onion	3000	4735
11-11-2023	Assam	Golagokarnath	Potato	1150	816
21-07-2023	Nagaland	Naginimora	Potato	4050	3329
06-10-2023	Madhya Pradesh	Sanwer	Wheat	2625	1351
09-02-2024	Nagaland	Jalukie	Onion	3700	2707
26-08-2024	Tamilnadu	Tindivanam	Potato	4800	4695
16-08-2024	Gujarat	Nadiyad(Chaklasi)	Potato	2000	996
20-09-2024	Orissa	Kendrapara	Potato	3000	711
23-06-2023	Haryana	Meham	Potato	1000	4018
10-11-2023	West Bengal	Belacoba	Onion	4800	4637
01-05-2024	Madhya Pradesh	Shajapur	Potato	1700	1923
19-03-2024	Haryana	Fatehabad	Onion	1950	4477
21-05-2025	Kerala	Kondotty	Potato	2800	3319
09-02-2025	Uttar Pradesh	Ghaziabad	Onion	2100	1089
19-03-2025	Tamilnadu	Virudhunagar(Uzhavar Sandhai )	Onion	4000	426
11-04-2024	Uttar Pradesh	Mugrabaadshahpur	Potato	1615	2204
14-10-2023	Uttar Pradesh	Sandila	Onion	2120	2679
09-06-2025	Uttar Pradesh	Achalda	Onion	1200	2171
09-05-2025	Maharashtra	Pune(Moshi)	Potato	1300	2471
19-04-2025	Uttar Pradesh	Sitapur	Onion	1590	2123
01-09-2024	Uttar Pradesh	Sitapur	Potato	2370	1907
21-08-2023	West Bengal	Uluberia	Onion	3100	1318
20-12-2024	Gujarat	Nadiyad(Piplag)	Potato	2250	4075
08-05-2024	Gujarat	Ankleshwar	Potato	1500	210
11-09-2024	Uttar Pradesh	Auraiya	Onion	3740	1875
25-08-2023	Andhra Pradesh	Mahboob Manison	Onion	1200	3592
28-06-2023	Maharashtra	Pune(Pimpri)	Tomato	3000	819
17-09-2024	Punjab	Mukerian	Potato	2800	3466
27-04-2025	Uttar Pradesh	Hasanpur	Potato	750	369
13-02-2025	Punjab	Sahnewal	Potato	700	1723
14-02-2024	Uttar Pradesh	Lucknow	Onion	1500	2708
20-02-2024	Punjab	Dinanagar	Onion	2000	3585
13-01-2024	Uttar Pradesh	Saharanpur	Onion	2100	1691
24-05-2025	West Bengal	Durgapur	Onion	1400	1067
28-12-2023	Maharashtra	Lasalgaon(Niphad)	Wheat	2650	395
03-11-2023	Haryana	Dhand	Potato	1000	602
26-01-2025	West Bengal	Birbhum	Potato	1100	4949
18-10-2023	Madhya Pradesh	Suvasra	Wheat	2449	2176
22-05-2025	Madhya Pradesh	Badnagar	Onion	500	2715
27-07-2024	Madhya Pradesh	Ujjain	Onion	2600	2925
22-09-2023	Uttar Pradesh	Rasda	Potato	1020	3664
26-08-2024	Tamilnadu	NGO Colony(Uzhavar Sandhai )	Potato	4200	4799
03-07-2023	Punjab	Jalandhar City(Jalandhar)	Tomato	1400	141
07-10-2024	Tamilnadu	Thathakapatti(Uzhavar Sandhai )	Onion	7000	707
28-05-2024	Maharashtra	Sinner	Onion	1800	2056
01-09-2023	Karnataka	Davangere	Potato	1700	1537
02-10-2024	West Bengal	Bolpur	Onion	4300	345
06-02-2024	Maharashtra	Malegaon	Wheat	2400	2872
24-06-2023	Maharashtra	Dhule	Wheat	2411	4826
01-08-2024	Tamilnadu	Thanjavur(Uzhavar Sandhai )	Onion	4400	2507
28-11-2023	Madhya Pradesh	Lashkar(F&V)	Potato	1000	3351
12-07-2024	Uttar Pradesh	Bahraich	Potato	2420	4120
06-04-2025	Kerala	Thodupuzha	Onion	4600	631
03-05-2025	West Bengal	Birbhum	Potato	1200	1692
14-04-2025	Uttar Pradesh	Muradabad	Potato	1120	2813
18-01-2025	Uttar Pradesh	Muradabad	Potato	1270	2539
24-07-2023	Nagaland	Pfatsero	Potato	5200	3085
07-07-2023	Uttar Pradesh	Partaval	Onion	3750	906
06-05-2025	Haryana	Naraingarh	Potato	890	1380
08-05-2025	Madhya Pradesh	Badnawar	Onion	800	3783
25-10-2024	Tamilnadu	Palayamkottai(Uzhavar Sandhai )	Potato	4000	2494
11-03-2024	Uttar Pradesh	Ujhani	Potato	1010	1548
02-07-2023	Uttar Pradesh	Amroha	Tomato	4850	2159
15-04-2025	Uttar Pradesh	Shahjahanpur	Rice	3320	3789
24-02-2025	Haryana	Panipat	Potato	700	4264
23-10-2023	Bihar	Murliganj	Onion	2500	1864
10-09-2024	Tamilnadu	Sirkali(Uzhavar Sandhai )	Potato	5000	3591
11-05-2024	Uttar Pradesh	Vilthararoad	Potato	1750	1002
02-09-2023	Madhya Pradesh	Vijaypur	Wheat	2210	1737
27-11-2023	Nagaland	Jalukie	Potato	2300	100
30-08-2023	Uttar Pradesh	Nawabganj	Potato	1225	1774
09-09-2023	Punjab	Doraha	Potato	1000	1612
12-05-2024	Uttar Pradesh	Gonda	Potato	1870	1724
29-01-2025	Tamilnadu	Mettur(Uzhavar Sandhai )	Potato	6000	1421
18-07-2024	Madhya Pradesh	Badnawar	Onion	2005	1880
15-12-2023	Madhya Pradesh	Bhopal	Wheat	2330	1961
21-04-2025	Haryana	Dhand	Onion	1750	3309
28-04-2024	Orissa	Hindol	Potato	2800	3298
18-11-2023	Bihar	Danapur	Onion	4800	1309
27-06-2023	Uttar Pradesh	Rasda	Wheat	2310	3704
06-10-2023	Madhya Pradesh	Timarni	Onion	2500	2226
20-03-2025	Gujarat	Bharuch	Onion	1500	2617
15-10-2024	Uttar Pradesh	Manjhanpur	Onion	4315	1561
15-02-2024	Uttar Pradesh	Jafarganj	Onion	1760	2915
26-03-2025	Uttar Pradesh	Rasda	Potato	1210	1536
29-10-2023	Uttar Pradesh	Anandnagar	Potato	1215	2295
11-09-2024	Uttar Pradesh	Jhansi	Onion	3750	2715
28-05-2025	Uttar Pradesh	Gazipur	Rice	3325	2117
06-09-2024	Kerala	Chengannur	Onion	5400	1763
30-01-2024	Uttar Pradesh	Meerut	Onion	1550	2701
22-02-2024	Kerala	Aroor	Onion	3400	1649
08-06-2023	Madhya Pradesh	Pohari	Wheat	2175	398
27-06-2023	West Bengal	Birbhum	Onion	1950	1353
04-03-2024	West Bengal	Bara Bazar (Posta Bazar)	Onion	1600	2722
17-01-2024	Uttar Pradesh	Jasvantnagar	Potato	750	2425
19-03-2025	Maharashtra	Kalyan	Onion	1350	4024
19-05-2024	Uttar Pradesh	Aligarh	Onion	1680	379
19-06-2023	Punjab	Moga	Onion	1200	4063
12-07-2023	Uttar Pradesh	Bindki	Wheat	2270	1147
07-01-2024	West Bengal	Pandua	Onion	2600	762
19-01-2024	Punjab	Bhawanigarh	Onion	2000	4740
02-08-2024	Uttar Pradesh	Bahedi	Potato	1660	2680
31-01-2024	Uttar Pradesh	Allahabad	Potato	650	263
19-12-2023	Orissa	Khariar	Onion	6000	4951
30-06-2023	Rajasthan	Goluwala	Wheat	2117	488
03-08-2023	Maharashtra	Nagpur	Onion	1500	3474
07-05-2024	Punjab	Moga	Potato	1100	4490
13-07-2024	Gujarat	Ahmedabad(Chimanbhai Patal Market Vasana)	Onion	3050	1074
16-07-2024	Haryana	Jagadhri	Potato	1850	4692
02-08-2023	Uttar Pradesh	Shahjahanpur	Potato	1240	1016
19-04-2025	Maharashtra	Khed(Chakan)	Potato	1600	337
09-08-2024	Maharashtra	Vashi New Mumbai	Onion	2800	2475
18-05-2024	Kerala	Vandiperiyar	Potato	3600	3625
03-05-2025	Uttar Pradesh	Sitapur	Potato	1230	3904
06-06-2025	West Bengal	Alipurduar	Potato	1200	271
27-09-2023	Haryana	Ladwa	Potato	1100	2366
12-08-2024	Uttar Pradesh	Devariya	Potato	2325	3054
04-01-2024	Uttar Pradesh	Milak	Potato	750	170
15-07-2023	Madhya Pradesh	Satna	Wheat	2170	1396
11-12-2023	Kerala	Kothamangalam	Onion	5000	2751
28-05-2025	Karnataka	Udupi	Onion	1900	1895
19-06-2023	Andhra Pradesh	Kalwakurthy	Tomato	1500	1651
21-06-2023	Himachal Pradesh	Solan	Tomato	1700	3363
07-03-2024	Maharashtra	Hingna	Potato	1500	1114
22-04-2025	Tamilnadu	Palacode(Uzhavar Sandhai )	Onion	2500	2548
12-09-2024	Gujarat	Nadiad	Potato	3600	1803
05-10-2024	Uttar Pradesh	Basti	Potato	2210	1613
03-01-2025	Delhi	Shahdara	Potato	1600	3014
25-10-2023	Madhya Pradesh	Alampur	Wheat	2550	1767
26-12-2024	West Bengal	Indus(Bankura Sadar)	Potato	2100	264
22-05-2024	Uttar Pradesh	Chaandpur	Potato	1100	948
02-03-2024	Maharashtra	Lasalgaon(Vinchur)	Onion	1700	592
17-04-2025	Uttar Pradesh	Varanasi(F&V)	Onion	1450	2351
13-02-2025	Karnataka	Bangalore	Potato	2000	3200
23-09-2024	Punjab	Ludhiana	Onion	3900	1988
15-09-2023	Punjab	Lehra Gaga	Potato	1100	380
02-09-2023	Uttar Pradesh	Chandoli	Wheat	2320	314
27-05-2025	Uttar Pradesh	Mauranipur	Rice	3560	2410
02-04-2024	Gujarat	Ahmedabad(Chimanbhai Patal Market Vasana)	Potato	1500	1490
20-11-2024	Tamilnadu	Thammampatti (Uzhavar Sandhai )	Onion	9000	3123
29-03-2025	Gujarat	Surat	Potato	950	2709
24-04-2025	Haryana	Sadhaura	Onion	2000	2320
30-04-2025	Uttar Pradesh	Rampurmaniharan	Potato	1000	1754
17-07-2023	Uttar Pradesh	Ballia	Potato	1200	1061
26-07-2024	Tamilnadu	Nagapattinam(Uzhavar Sandhai )	Onion	4000	1589
20-02-2025	Uttar Pradesh	Viswan	Onion	2450	1253
03-07-2023	Uttar Pradesh	Khurja	Potato	1155	1990
08-09-2023	Uttar Pradesh	Bahedi	Potato	1025	978
04-09-2024	Tamilnadu	Tirupatthur(Uzhavar Sandhai )	Potato	5500	2249
19-08-2023	Kerala	Chathanoor	Onion	3000	465
19-07-2023	Andhra Pradesh	Venkateswarnagar	Potato	2000	745
25-04-2024	Uttar Pradesh	Robertsganj	Potato	1665	4589
15-07-2023	Uttar Pradesh	Jahanabad	Wheat	2200	4960
11-08-2023	Himachal Pradesh	Kullu	Onion	2500	2015
07-02-2024	Gujarat	Rajkot(Veg.Sub Yard)	Potato	1275	3815
27-05-2024	Madhya Pradesh	Akodiya	Onion	600	3234
12-12-2023	Madhya Pradesh	Sironj	Wheat	3025	4574
16-02-2025	Tamilnadu	Hosur(Uzhavar Sandhai )	Onion	5000	411
01-03-2025	Uttar Pradesh	Manjhanpur	Potato	1035	2076
14-12-2023	Madhya Pradesh	Sironj	Wheat	3305	1077
12-02-2025	Himachal Pradesh	Kangra(Jaisinghpur)	Potato	1350	335
